,id,Game Number,Guess,Answer,username,Feedback,Output,Score
,44,1542,5,CHIRP,user_2,ggggg,🟩🟩🟩🟩🟩,130
,45,1543,1,TRICK,user_4,ybbyb,🟨⬜️⬜️🟨⬜️,17.9754410661697
,46,1543,2,TRICK,user_4,ggggg,🟩🟩🟩🟩🟩,130
,47,1544,1,POUTY,user_4,gbyyb,🟩⬜️🟨🟨⬜️,42.7587881637697
,48,1544,2,POUTY,user_4,bbbgg,⬜️⬜️⬜️🟩🟩,55.6499587072
,49,1544,3,POUTY,user_4,ggggg,🟩🟩🟩🟩🟩,130
,50,1544,1,POUTY,user_2,bgbgb,⬜️🟩⬜️🟩⬜️,55.6499587072
,51,1544,2,POUTY,user_2,bgbgb,⬜️🟩⬜️🟩⬜️,55.6499587072
,52,1544,3,POUTY,user_2,bbygb,⬜️⬜️🟨🟩⬜️,36.8126998866849
,53,1544,4,POUTY,user_2,bgbgg,⬜️🟩⬜️🟩🟩,80.4333058048
,54,1544,5,POUTY,user_2,ggbgg,🟩🟩⬜️🟩🟩,105.2166529024
,55,1544,6,POUTY,user_2,ggggg,🟩🟩🟩🟩🟩,130
,56,1546,1,THROB,user_4,ggbbb,🟩🟩⬜️⬜️⬜️,55.6499587072
,57,1546,2,THROB,user_4,ggggg,🟩🟩🟩🟩🟩,130
,58,1546,1,THROB,user_2,ybgbb,🟨⬜️🟩⬜️⬜️,36.8126998866849
,59,1546,2,THROB,user_2,bybby,⬜️🟨⬜️⬜️🟨,17.9754410661697
,60,1546,3,THROB,user_2,Ggggg,🟩🟩🟩🟩🟩,130
,61,1550,1,LEFTY,user_4,bgbgg,⬜️🟩⬜️🟩🟩,80.4333058048
,62,1550,2,LEFTY,user_4,ggggg,🟩🟩🟩🟩🟩,130
,63,1551,1,TEETH,user_4,ggbyb,🟩🟩⬜️🟨⬜️,61.5960469842849
,64,1551,2,TEETH,user_4,ggggg,🟩🟩🟩🟩🟩,130
,65,1552,1,KNIFE,user_4,bybyb,⬜️🟨⬜️🟨⬜️,17.9754410661697
,66,1552,2,KNIFE,user_4,bbyby,⬜️⬜️🟨⬜️🟨,17.9754410661697
,67,1552,3,KNIFE,user_4,ybbyb,🟨⬜️⬜️🟨⬜️,17.9754410661697
,68,1552,4,KNIFE,user_4,ggggg,🟩🟩🟩🟩🟩,130
,69,1553,1,LATER,user_4,yybby,🟨🟨⬜️⬜️🟨,23.9215293432546
,70,1553,2,LATER,user_4,ybggg,🟨⬜️🟩🟩🟩,86.3793940818849
,71,1553,3,LATER,user_4,ggggg,🟩🟩🟩🟩🟩,130
,72,1554,1,DEFER,user_4,ggbbb,🟩🟩⬜️⬜️⬜️,55.6499587072
,73,1554,2,DEFER,user_4,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,74,1554,3,DEFER,user_4,ggggg,🟩🟩🟩🟩🟩,130
,75,1556,1,QUILL,user_4,gggbb,🟩🟩🟩⬜️⬜️,80.4333058048
,76,1556,2,QUILL,user_4,ggggg,🟩🟩🟩🟩🟩,130
,77,1557,1,MOUTH,user_4,yggbg,🟨🟩🟩⬜️🟩,86.3793940818849
,78,1557,2,MOUTH,user_4,ggggg,🟩🟩🟩🟩🟩,130
,79,1558,1,BLUNT,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,80,1558,2,BLUNT,user_4,bbggg,⬜️⬜️🟩🟩🟩,80.4333058048
,81,1558,3,BLUNT,user_4,ggggg,🟩🟩🟩🟩🟩,130
,82,1559,1,DRAPE,user_4,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,83,1559,2,DRAPE,user_4,ggggg,🟩🟩🟩🟩🟩,130
,84,1560,1,DALLY,user_4,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,85,1560,2,DALLY,user_4,gbbgy,🟩⬜️⬜️🟩🟨,61.5960469842849
,86,1560,3,DALLY,user_4,ggggg,🟩🟩🟩🟩🟩,130
,87,1561,1,FRITZ,user_4,ybbyb,🟨⬜️⬜️🟨⬜️,17.9754410661697
,88,1561,2,FRITZ,user_4,gyyby,🟩🟨🟨⬜️🟨,48.7048764408546
,89,1561,3,FRITZ,user_4,ggggg,🟩🟩🟩🟩🟩,130
,90,1562,1,GOOEY,user_4,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,91,1562,2,GOOEY,user_4,ggbbb,🟩🟩⬜️⬜️⬜️,55.6499587072
,92,1562,3,GOOEY,user_4,gggbg,🟩🟩🟩⬜️🟩,105.2166529024
,93,1562,4,GOOEY,user_4,ggggg,🟩🟩🟩🟩🟩,130
,94,1563,1,CIVIL,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,95,1563,2,CIVIL,user_4,bgbbb,⬜️🟩⬜️⬜️⬜️,30.8666116096
,96,1563,3,CIVIL,user_4,ggggg,🟩🟩🟩🟩🟩,130
,97,1564,1,GEESE,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,98,1564,2,GEESE,user_4,ybgbb,🟨⬜️🟩⬜️⬜️,36.8126998866849
,99,1564,3,GEESE,user_4,ggggg,🟩🟩🟩🟩🟩,130
,100,1565,1,SPOIL,user_4,gbbgg,🟩⬜️⬜️🟩🟩,80.4333058048
,101,1565,2,SPOIL,user_4,ggggg,🟩🟩🟩🟩🟩,130
,102,1566,1,WIDTH,user_4,bbbyb,⬜️⬜️⬜️🟨⬜️,12.0293527890849
,103,1566,2,WIDTH,user_4,ybbby,🟨⬜️⬜️⬜️🟨,17.9754410661697
,104,1566,3,WIDTH,user_4,ggggg,🟩🟩🟩🟩🟩,130
,105,1567,1,SPASM,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,106,1567,2,SPASM,user_4,gggbb,🟩🟩🟩⬜️⬜️,80.4333058048
,107,1567,3,SPASM,user_4,ggggg,🟩🟩🟩🟩🟩,130
,108,1568,1,RELAY,user_4,ggbby,🟩🟩⬜️⬜️🟨,61.5960469842849
,109,1568,2,RELAY,user_4,ggggg,🟩🟩🟩🟩🟩,130
,110,1569,1,PLANE,user_4,gggby,🟩🟩🟩⬜️🟨,86.3793940818849
,111,1569,2,PLANE,user_4,ggggg,🟩🟩🟩🟩🟩,130
,112,1570,1,AMUSE,user_4,bybby,⬜️🟨⬜️⬜️🟨,17.9754410661697
,113,1570,2,AMUSE,user_4,bbgbb,⬜️⬜️🟩⬜️⬜️,30.8666116096
,114,1570,3,AMUSE,user_4,gbggg,🟩⬜️🟩🟩🟩,105.2166529024
,115,1570,4,AMUSE,user_4,ggggg,🟩🟩🟩🟩🟩,130
,116,1571,1,NYLON,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,117,1571,2,NYLON,user_4,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,118,1571,3,NYLON,user_4,bygbb,⬜️🟨🟩⬜️⬜️,36.8126998866849
,119,1571,4,NYLON,user_4,ggggg,🟩🟩🟩🟩🟩,130
,120,1572,1,ANNOY,user_4,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,121,1572,2,ANNOY,user_4,gbybb,🟩⬜️🟨⬜️⬜️,36.8126998866849
,122,1572,3,ANNOY,user_4,yybbb,🟨🟨⬜️⬜️⬜️,17.9754410661697
,123,1572,4,ANNOY,user_4,ggggg,🟩🟩🟩🟩🟩,130
,124,1573,1,HARDY,user_4,ybbby,🟨⬜️⬜️⬜️🟨,17.9754410661697
,125,1573,2,HARDY,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,126,1573,3,HARDY,user_4,ggggg,🟩🟩🟩🟩🟩,130
,127,1574,1,LEVER,user_4,ygbbb,🟨🟩⬜️⬜️⬜️,36.8126998866849
,128,1574,2,LEVER,user_4,bgybb,⬜️🟩🟨⬜️⬜️,36.8126998866849
,129,1574,3,LEVER,user_4,ggggg,🟩🟩🟩🟩🟩,130
,130,1575,1,STACK,user_4,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,131,1575,2,STACK,user_4,bbggg,⬜️⬜️🟩🟩🟩,80.4333058048
,132,1575,3,STACK,user_4,ggggg,🟩🟩🟩🟩🟩,130
,133,1576,1,WOUND,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,134,1576,2,WOUND,user_4,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,135,1576,3,WOUND,user_4,ggggg,🟩🟩🟩🟩🟩,130
,136,1577,1,BEARD,user_4,ygbby,🟨🟩⬜️⬜️🟨,42.7587881637697
,137,1577,2,BEARD,user_4,ygggb,🟨🟩🟩🟩⬜️,86.3793940818849
,138,1577,3,BEARD,user_4,ggggg,🟩🟩🟩🟩🟩,130
,139,1578,1,FORUM,user_4,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,140,1578,2,FORUM,user_4,bbyyb,⬜️⬜️🟨🟨⬜️,17.9754410661697
,141,1578,3,FORUM,user_4,ggggg,🟩🟩🟩🟩🟩,130
,142,1579,1,SPOOF,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,143,1579,2,SPOOF,user_4,gggbb,🟩🟩🟩⬜️⬜️,80.4333058048
,144,1579,3,SPOOF,user_4,ggggb,🟩🟩🟩🟩⬜️,105.2166529024
,145,1579,4,SPOOF,user_4,ggggg,🟩🟩🟩🟩🟩,130
,146,1580,1,CATTY,user_4,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,147,1580,2,CATTY,user_4,ygbbg,🟨🟩⬜️⬜️🟩,61.5960469842849
,148,1580,3,CATTY,user_4,ggggg,🟩🟩🟩🟩🟩,130
,149,1581,1,GROSS,user_4,ybybb,🟨⬜️🟨⬜️⬜️,17.9754410661697
,150,1581,2,GROSS,user_4,ggbbb,🟩🟩⬜️⬜️⬜️,55.6499587072
,151,1581,3,GROSS,user_4,Ggggg,🟩🟩🟩🟩🟩,130
,152,1582,1,HAVEN,user_4,bybby,⬜️🟨⬜️⬜️🟨,17.9754410661697
,153,1582,2,HAVEN,user_4,ggggg,🟩🟩🟩🟩🟩,130
,154,1583,1,IDEAL,user_4,bybyy,⬜️🟨⬜️🟨🟨,23.9215293432546
,155,1583,2,IDEAL,user_4,ggggb,🟩🟩🟩🟩⬜️,105.2166529024
,156,1583,3,IDEAL,user_4,ggggg,🟩🟩🟩🟩🟩,130
,157,1584,1,LIMBO,user_4,bbbyb,⬜️⬜️⬜️🟨⬜️,12.0293527890849
,158,1584,2,LIMBO,user_4,gbgyb,🟩⬜️🟩🟨⬜️,61.5960469842849
,159,1584,3,LIMBO,user_4,ggggg,🟩🟩🟩🟩🟩,130
,160,1585,1,DETOX,user_4,bgbbb,⬜️🟩⬜️⬜️⬜️,30.8666116096
,161,1585,2,DETOX,user_4,bbgyb,⬜️⬜️🟩🟨⬜️,36.8126998866849
,162,1585,3,DETOX,user_4,ggggg,🟩🟩🟩🟩🟩,130
,163,1586,1,STUNT,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,164,1586,2,STUNT,user_4,gbgbb,🟩⬜️🟩⬜️⬜️,55.6499587072
,165,1586,3,STUNT,user_4,ggbbb,🟩🟩⬜️⬜️⬜️,55.6499587072
,166,1586,4,STUNT,user_4,ggggg,🟩🟩🟩🟩🟩,130
,167,1587,1,DRILL,user_4,ybbyb,🟨⬜️⬜️🟨⬜️,17.9754410661697
,168,1587,2,DRILL,user_4,gggbb,🟩🟩🟩⬜️⬜️,80.4333058048
,169,1587,3,DRILL,user_4,ggggg,🟩🟩🟩🟩🟩,130
,170,1588,1,TUBER,user_4,yybbb,🟨🟨⬜️⬜️⬜️,17.9754410661697
,171,1588,2,TUBER,user_4,bbbgg,⬜️⬜️⬜️🟩🟩,55.6499587072
,172,1588,3,TUBER,user_4,bgbyb,⬜️🟩⬜️🟨⬜️,36.8126998866849
,173,1588,4,TUBER,user_4,ggggg,🟩🟩🟩🟩🟩,130
,174,1589,1,GAUGE,user_4,byyby,⬜️🟨🟨⬜️🟨,23.9215293432546
,175,1589,2,GAUGE,user_4,ggggg,🟩🟩🟩🟩🟩,130
,176,1589,1,GAUGE,user_5,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,177,1589,2,GAUGE,user_5,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,178,1589,3,GAUGE,user_5,bgbyb,⬜️🟩⬜️🟨⬜️,36.8126998866849
,179,1589,4,GAUGE,user_5,ggggg,🟩🟩🟩🟩🟩,130
,180,1589,1,GAUGE,user_6,yybbb,🟨🟨⬜️⬜️⬜️,17.9754410661697
,181,1589,2,GAUGE,user_6,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,182,1589,3,GAUGE,user_6,byybg,⬜️🟨🟨⬜️🟩,42.7587881637697
,183,1589,4,GAUGE,user_6,ggggg,🟩🟩🟩🟩🟩,130
,184,1589,1,GAUGE,user_7,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,185,1589,2,GAUGE,user_7,ybbbg,🟨⬜️⬜️⬜️🟩,36.8126998866849
,186,1589,3,GAUGE,user_7,bgbbg,⬜️🟩⬜️⬜️🟩,55.6499587072
,187,1589,4,GAUGE,user_7,bgbbg,⬜️🟩⬜️⬜️🟩,55.6499587072
,188,1589,5,GAUGE,user_7,ggggg,🟩🟩🟩🟩🟩,130
,189,1589,1,GAUGE,user_8,bgbyb,⬜️🟩⬜️🟨⬜️,36.8126998866849
,190,1589,2,GAUGE,user_8,bgbbg,⬜️🟩⬜️⬜️🟩,55.6499587072
,191,1589,3,GAUGE,user_8,bgbyg,⬜️🟩⬜️🟨🟩,61.5960469842849
,192,1589,4,GAUGE,user_8,bggbg,⬜️🟩🟩⬜️🟩,80.4333058048
,193,1589,5,GAUGE,user_8,ggggg,🟩🟩🟩🟩🟩,130
,194,1590,1,PLUMP,user_5,bbgbb,⬜️⬜️🟩⬜️⬜️,30.8666116096
,195,1590,2,PLUMP,user_5,bbgbb,⬜️⬜️🟩⬜️⬜️,30.8666116096
,196,1590,3,PLUMP,user_5,ggggg,🟩🟩🟩🟩🟩,130
,197,1590,1,PLUMP,user_8,bbgbb,⬜️⬜️🟩⬜️⬜️,30.8666116096
,198,1590,2,PLUMP,user_8,bggbb,⬜️🟩🟩⬜️⬜️,55.6499587072
,199,1590,3,PLUMP,user_8,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,200,1590,4,PLUMP,user_8,ggggg,🟩🟩🟩🟩🟩,130
,201,1590,1,PLUMP,user_9,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,202,1590,2,PLUMP,user_9,bbbgg,⬜️⬜️⬜️🟩🟩,55.6499587072
,203,1590,3,PLUMP,user_9,bgbgg,⬜️🟩⬜️🟩🟩,80.4333058048
,204,1590,4,PLUMP,user_9,ggggg,🟩🟩🟩🟩🟩,130
,205,1590,1,PLUMP,user_10,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,206,1590,2,PLUMP,user_10,byybg,⬜️🟨🟨⬜️🟩,42.7587881637697
,207,1590,3,PLUMP,user_10,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,208,1590,4,PLUMP,user_10,ggggg,🟩🟩🟩🟩🟩,130
,209,1590,1,PLUMP,user_0,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,210,1590,2,PLUMP,user_0,bbbyb,⬜️⬜️⬜️🟨⬜️,12.0293527890849
,211,1590,3,PLUMP,user_0,yybbb,🟨🟨⬜️⬜️⬜️,17.9754410661697
,212,1590,4,PLUMP,user_0,ggggb,🟩🟩🟩🟩⬜️,105.2166529024
,213,1590,5,PLUMP,user_0,ggggg,🟩🟩🟩🟩🟩,130
,214,1590,1,PLUMP,user_1,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,215,1590,2,PLUMP,user_1,bgbyb,⬜️🟩⬜️🟨⬜️,36.8126998866849
,216,1590,3,PLUMP,user_1,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,217,1590,4,PLUMP,user_1,ggggb,🟩🟩🟩🟩⬜️,105.2166529024
,218,1590,5,PLUMP,user_1,ggggg,🟩🟩🟩🟩🟩,130
,219,1590,1,PLUMP,user_11,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,220,1590,2,PLUMP,user_11,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,221,1590,3,PLUMP,user_11,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,222,1590,4,PLUMP,user_11,ggggb,🟩🟩🟩🟩⬜️,105.2166529024
,223,1590,5,PLUMP,user_11,ggggg,🟩🟩🟩🟩🟩,130
,224,1590,1,PLUMP,user_12,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,225,1590,2,PLUMP,user_12,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,226,1590,3,PLUMP,user_12,bybbb,⬜️🟨⬜️⬜️⬜️,12.0293527890849
,227,1590,4,PLUMP,user_12,gggbb,🟩🟩🟩⬜️⬜️,80.4333058048
,228,1590,5,PLUMP,user_12,ggggg,🟩🟩🟩🟩🟩,130
,229,1590,1,PLUMP,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,230,1590,2,PLUMP,user_4,ybgbb,🟨⬜️🟩⬜️⬜️,36.8126998866849
,231,1590,3,PLUMP,user_4,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,232,1590,4,PLUMP,user_4,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,233,1590,5,PLUMP,user_4,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,234,1590,6,PLUMP,user_4,ggggg,🟩🟩🟩🟩🟩,130
,235,1591,1,FETID,user_4,bgbgb,⬜️🟩⬜️🟩⬜️,55.6499587072
,236,1591,2,FETID,user_4,gbbbg,🟩⬜️⬜️⬜️🟩,55.6499587072
,237,1591,3,FETID,user_4,ggggg,🟩🟩🟩🟩🟩,130
,238,1591,1,FETID,user_1,ggbyb,🟩🟩⬜️🟨⬜️,61.5960469842849
,239,1591,2,FETID,user_1,gggbb,🟩🟩🟩⬜️⬜️,80.4333058048
,240,1591,3,FETID,user_1,ggggg,🟩🟩🟩🟩🟩,130
,241,1591,1,FETID,user_13,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,242,1591,2,FETID,user_13,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,243,1591,3,FETID,user_13,ygbbb,🟨🟩⬜️⬜️⬜️,36.8126998866849
,244,1591,4,FETID,user_13,ggggg,🟩🟩🟩🟩🟩,130
,245,1591,1,FETID,user_9,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,246,1591,2,FETID,user_9,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,247,1591,3,FETID,user_9,bygyb,⬜️🟨🟩🟨⬜️,42.7587881637697
,248,1591,4,FETID,user_9,ggggg,🟩🟩🟩🟩🟩,130
,249,1591,1,FETID,user_14,bbygb,⬜️⬜️🟨🟩⬜️,36.8126998866849
,250,1591,2,FETID,user_14,ygbgb,🟨🟩⬜️🟩⬜️,61.5960469842849
,251,1591,3,FETID,user_14,bgbgg,⬜️🟩⬜️🟩🟩,80.4333058048
,252,1591,4,FETID,user_14,ggggg,🟩🟩🟩🟩🟩,130
,253,1591,1,FETID,user_15,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,254,1591,2,FETID,user_15,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,255,1591,3,FETID,user_15,ygybb,🟨🟩🟨⬜️⬜️,42.7587881637697
,256,1591,4,FETID,user_15,ggggg,🟩🟩🟩🟩🟩,130
,257,1591,1,FETID,user_8,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,258,1591,2,FETID,user_8,ybybb,🟨⬜️🟨⬜️⬜️,17.9754410661697
,259,1591,3,FETID,user_8,ggyby,🟩🟩🟨⬜️🟨,67.5421352613697
,260,1591,4,FETID,user_8,ggggg,🟩🟩🟩🟩🟩,130
,261,1591,1,FETID,user_16,bgbgb,⬜️🟩⬜️🟩⬜️,55.6499587072
,262,1591,2,FETID,user_16,bgbgb,⬜️🟩⬜️🟩⬜️,55.6499587072
,263,1591,3,FETID,user_16,ggbgb,🟩🟩⬜️🟩⬜️,80.4333058048
,264,1591,4,FETID,user_16,ggggg,🟩🟩🟩🟩🟩,130
,265,1591,1,FETID,user_0,byyyb,⬜️🟨🟨🟨⬜️,23.9215293432546
,266,1591,2,FETID,user_0,yyyyb,🟨🟨🟨🟨⬜️,29.8676176203394
,267,1591,3,FETID,user_0,ybyyg,🟨⬜️🟨🟨🟩,48.7048764408546
,268,1591,4,FETID,user_0,ygbgg,🟨🟩⬜️🟩🟩,86.3793940818849
,269,1591,5,FETID,user_0,ggggg,🟩🟩🟩🟩🟩,130
,270,1591,1,FETID,user_11,ybybb,🟨⬜️🟨⬜️⬜️,17.9754410661697
,271,1591,2,FETID,user_11,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,272,1591,3,FETID,user_11,bygyb,⬜️🟨🟩🟨⬜️,42.7587881637697
,273,1591,4,FETID,user_11,bgggb,⬜️🟩🟩🟩⬜️,80.4333058048
,274,1591,5,FETID,user_11,ggggg,🟩🟩🟩🟩🟩,130
,275,1591,1,FETID,user_17,bbbyy,⬜️⬜️⬜️🟨🟨,17.9754410661697
,276,1591,2,FETID,user_17,ygbbb,🟨🟩⬜️⬜️⬜️,36.8126998866849
,277,1591,3,FETID,user_17,bbbyb,⬜️⬜️⬜️🟨⬜️,12.0293527890849
,278,1591,4,FETID,user_17,bggbg,⬜️🟩🟩⬜️🟩,80.4333058048
,279,1591,5,FETID,user_17,ggggg,🟩🟩🟩🟩🟩,130
,280,1591,1,FETID,user_12,bgbgb,⬜️🟩⬜️🟩⬜️,55.6499587072
,281,1591,2,FETID,user_12,yybyb,🟨🟨⬜️🟨⬜️,23.9215293432546
,282,1591,3,FETID,user_12,gyybg,🟩🟨🟨⬜️🟩,67.5421352613697
,283,1591,4,FETID,user_12,gbyyg,🟩⬜️🟨🟨🟩,67.5421352613697
,284,1591,5,FETID,user_12,ggbgg,🟩🟩⬜️🟩🟩,105.2166529024
,285,1591,6,FETID,user_12,ggggg,🟩🟩🟩🟩🟩,130
,286,1591,1,FETID,user_10,bgbbb,⬜️🟩⬜️⬜️⬜️,30.8666116096
,287,1591,2,FETID,user_10,bgbgb,⬜️🟩⬜️🟩⬜️,55.6499587072
,288,1591,3,FETID,user_10,bgygb,⬜️🟩🟨🟩⬜️,61.5960469842849
,289,1591,4,FETID,user_10,ygbgy,🟨🟩⬜️🟩🟨,67.5421352613697
,290,1591,5,FETID,user_10,ygbgg,🟨🟩⬜️🟩🟩,86.3793940818849
,291,1591,6,FETID,user_10,ggggg,🟩🟩🟩🟩🟩,130
,292,1592,1,HOLLY,user_16,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,293,1592,2,HOLLY,user_16,bgbby,⬜️🟩⬜️⬜️🟨,36.8126998866849
,294,1592,3,HOLLY,user_16,ggggg,🟩🟩🟩🟩🟩,130
,295,1592,1,HOLLY,user_13,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,296,1592,2,HOLLY,user_13,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,297,1592,3,HOLLY,user_13,gggbb,🟩🟩🟩⬜️⬜️,80.4333058048
,298,1592,4,HOLLY,user_13,ggggg,🟩🟩🟩🟩🟩,130
,299,1592,1,HOLLY,user_3,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
